,gk,jenis,daerah,Cluster
1254,409399.0,MAKANAN,PERKOTAAN,2
1255,427177.0,MAKANAN,PERKOTAAN,2
1256,353260.0,MAKANAN,PERDESAAN,3
1257,384643.0,MAKANAN,PERDESAAN,3
1258,388454.0,MAKANAN,PERDESAAN,3
1259,407858.0,MAKANAN,PERDESAAN,3
1260,400464.0,MAKANAN,PERDESAANPERKOTAAN,3
1261,421894.0,MAKANAN,PERDESAANPERKOTAAN,3
1262,442588.0,MAKANAN,PERDESAANPERKOTAAN,3
1263,469429.0,MAKANAN,PERDESAANPERKOTAAN,3
1264,449106.00000000006,NONMAKANAN,PERKOTAAN,0
1265,464559.0,NONMAKANAN,PERKOTAAN,0
1266,472430.99999999994,NONMAKANAN,PERKOTAAN,0
1267,495542.00000000006,NONMAKANAN,PERKOTAAN,0
1268,424845.0,NONMAKANAN,PERDESAAN,4
1269,441580.0,NONMAKANAN,PERDESAAN,4
1270,457834.00000000006,NONMAKANAN,PERDESAAN,4
1271,482102.0,NONMAKANAN,PERDESAAN,4
1272,480596.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1273,504235.00000000006,NONMAKANAN,PERDESAANPERKOTAAN,4
1274,507398.00000000006,NONMAKANAN,PERDESAANPERKOTAAN,4
1275,511872.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1276,507100.0,NONMAKANAN,PERKOTAAN,0
1277,541062.0,NONMAKANAN,PERKOTAAN,0
1278,543077.0,NONMAKANAN,PERKOTAAN,0
1279,546174.0,NONMAKANAN,PERKOTAAN,0
1280,492693.00000000006,NONMAKANAN,PERDESAAN,4
1281,521298.00000000006,NONMAKANAN,PERDESAAN,4
1282,524371.0,NONMAKANAN,PERDESAAN,4
1283,528771.0,NONMAKANAN,PERDESAAN,4
1284,525236.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1285,538158.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1286,561881.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1287,605177.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1288,566074.0,NONMAKANAN,PERKOTAAN,0
1289,576533.0,NONMAKANAN,PERKOTAAN,0
1290,600254.0,NONMAKANAN,PERKOTAAN,0
1291,641806.0,NONMAKANAN,PERKOTAAN,0
1292,544017.0,NONMAKANAN,PERDESAAN,4
1293,555279.0,NONMAKANAN,PERDESAAN,4
1294,579537.0,NONMAKANAN,PERDESAAN,4
1295,622068.0,NONMAKANAN,PERDESAAN,4
1296,145300.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1297,154621.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1298,155835.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1299,166122.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1300,125875.0,NONMAKANAN,PERKOTAAN,0
1301,136327.0,NONMAKANAN,PERKOTAAN,0
1302,137599.0,NONMAKANAN,PERKOTAAN,0
1303,146405.0,NONMAKANAN,PERKOTAAN,0
1304,135441.0,NONMAKANAN,PERDESAAN,4
1305,145336.0,NONMAKANAN,PERDESAAN,4
1306,145776.0,NONMAKANAN,PERDESAAN,4
1307,156533.0,NONMAKANAN,PERDESAAN,4
1308,170765.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1309,173137.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1310,180347.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1311,186718.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1312,153836.0,TOTAL,PERKOTAAN,5
1313,158552.0,TOTAL,PERKOTAAN,5
1314,165869.0,TOTAL,PERKOTAAN,5
1315,176561.0,TOTAL,PERKOTAAN,5
1316,162685.0,TOTAL,PERDESAAN,1
1317,166347.0,TOTAL,PERDESAAN,1
1318,173633.0,TOTAL,PERDESAAN,1
1319,182017.0,TOTAL,PERDESAAN,1
1320,190458.0,TOTAL,PERKOTAAN,5
1321,200912.0,TOTAL,PERKOTAAN,5
1322,203236.0,TOTAL,PERKOTAAN,5
1323,204588.0,TOTAL,PERKOTAAN,5
1324,178334.0,TOTAL,PERDESAAN,1
1325,184681.0,TOTAL,PERDESAAN,1
1326,189493.0,TOTAL,PERDESAAN,1
1327,190676.0,TOTAL,PERDESAAN,1
1328,185024.0,TOTAL,PERDESAANPERKOTAAN,1
1329,193549.0,TOTAL,PERDESAANPERKOTAAN,1
1330,197084.0,TOTAL,PERDESAANPERKOTAAN,1
1331,198343.0,TOTAL,PERDESAANPERKOTAAN,1
1332,212698.0,TOTAL,PERKOTAAN,5
1333,215609.0,TOTAL,PERKOTAAN,5
1334,223107.0,TOTAL,PERKOTAAN,5
1335,231249.0,TOTAL,PERKOTAAN,5
1336,202340.0,TOTAL,PERDESAAN,1
1337,214613.0,TOTAL,PERDESAAN,1
1338,220289.0,TOTAL,PERDESAAN,1
1339,231036.99999999997,TOTAL,PERDESAAN,1
1340,208185.99999999997,TOTAL,PERDESAANPERKOTAAN,1
1341,215178.0,TOTAL,PERDESAANPERKOTAAN,1
1342,221901.0,TOTAL,PERDESAANPERKOTAAN,1
1343,231158.0,TOTAL,PERDESAANPERKOTAAN,1
1344,390488.0,TOTAL,PERKOTAAN,5
1345,416935.0,TOTAL,PERKOTAAN,5
1346,439377.0,TOTAL,PERKOTAAN,5
1347,458054.99999999994,TOTAL,PERKOTAAN,5
1348,409901.0,TOTAL,PERDESAAN,1
1349,436899.00000000006,TOTAL,PERDESAAN,1
1350,448816.99999999994,TOTAL,PERDESAAN,1
1351,481226.0,TOTAL,PERDESAAN,1
1356,475478.00000000006,TOTAL,PERKOTAAN,5
1357,516834.99999999994,TOTAL,PERKOTAAN,5
1358,521773.0,TOTAL,PERKOTAAN,5
1359,553681.0,TOTAL,PERKOTAAN,5
1360,501532.0,TOTAL,PERDESAAN,1
1361,542732.0,TOTAL,PERDESAAN,1
1362,546998.0,TOTAL,PERDESAAN,1
1363,573582.0,TOTAL,PERDESAAN,1
1364,488701.00000000006,TOTAL,PERDESAANPERKOTAAN,1
1365,529979.0,TOTAL,PERDESAANPERKOTAAN,1
1366,534230.0,TOTAL,PERDESAANPERKOTAAN,1
1367,564391.0,TOTAL,PERDESAANPERKOTAAN,1
1368,571229.0,MAKANAN,PERKOTAAN,2
1369,595031.0,MAKANAN,PERKOTAAN,2
1370,622935.0,MAKANAN,PERKOTAAN,2
1371,656148.0,MAKANAN,PERKOTAAN,2
1372,602942.0,MAKANAN,PERDESAAN,3
1373,623111.0,MAKANAN,PERDESAAN,3
1374,638300.0,MAKANAN,PERDESAAN,3
1375,672104.0,MAKANAN,PERDESAAN,3
1376,587530.0,MAKANAN,PERDESAANPERKOTAAN,3
1377,607927.0,MAKANAN,PERDESAANPERKOTAAN,3
1378,631467.0,MAKANAN,PERDESAANPERKOTAAN,3
1379,664120.0,MAKANAN,PERDESAANPERKOTAAN,3
1380,671054.0,MAKANAN,PERKOTAAN,2
1381,705147.0,MAKANAN,PERKOTAAN,2
1382,710634.0,MAKANAN,PERKOTAAN,2
1383,716460.0,MAKANAN,PERKOTAAN,2
1384,685433.0,MAKANAN,PERDESAAN,3
1385,725743.0,MAKANAN,PERDESAAN,3
1386,732570.0,MAKANAN,PERDESAAN,3
1387,736850.0,MAKANAN,PERDESAAN,3
1388,677717.0,MAKANAN,PERDESAANPERKOTAAN,3
1389,714847.0,MAKANAN,PERDESAANPERKOTAAN,3
1390,721455.0,MAKANAN,PERDESAANPERKOTAAN,3
1391,727114.0,MAKANAN,PERDESAANPERKOTAAN,3
1392,737934.0,MAKANAN,PERKOTAAN,2
1393,753768.0,MAKANAN,PERKOTAAN,2
1394,784988.0,MAKANAN,PERKOTAAN,2
1395,836425.0,MAKANAN,PERKOTAAN,2
1396,768414.0,MAKANAN,PERDESAAN,3
1397,791146.0,MAKANAN,PERDESAAN,3
1398,820543.0,MAKANAN,PERDESAAN,3
1399,872843.0,MAKANAN,PERDESAAN,3
1400,752203.0,MAKANAN,PERDESAANPERKOTAAN,3
1401,770457.0,MAKANAN,PERDESAANPERKOTAAN,3
1402,801438.0,MAKANAN,PERDESAANPERKOTAAN,3
1403,853226.0,MAKANAN,PERDESAANPERKOTAAN,3
1404,298998.0,MAKANAN,PERKOTAAN,2
1405,318580.0,MAKANAN,PERKOTAAN,2
1406,326014.0,MAKANAN,PERKOTAAN,2
1407,334582.0,MAKANAN,PERKOTAAN,2
1408,316511.0,MAKANAN,PERDESAAN,3
1409,343566.0,MAKANAN,PERDESAAN,3
1410,353153.0,MAKANAN,PERDESAAN,3
1411,366411.0,MAKANAN,PERDESAAN,3
1412,301870.0,MAKANAN,PERDESAANPERKOTAAN,3
1413,322677.0,MAKANAN,PERDESAANPERKOTAAN,3
1414,330442.0,MAKANAN,PERDESAANPERKOTAAN,3
1415,339924.0,MAKANAN,PERDESAANPERKOTAAN,3
1416,340729.0,NONMAKANAN,PERKOTAAN,0
1417,357478.0,NONMAKANAN,PERKOTAAN,0
1418,373829.0,NONMAKANAN,PERKOTAAN,0
1419,376276.0,NONMAKANAN,PERKOTAAN,0
1420,375168.0,NONMAKANAN,PERDESAAN,4
1421,387266.0,NONMAKANAN,PERDESAAN,4
1422,396882.0,NONMAKANAN,PERDESAAN,4
1423,405549.0,NONMAKANAN,PERDESAAN,4
1424,346267.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1425,362339.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1426,377389.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1427,379602.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1428,393859.0,NONMAKANAN,PERKOTAAN,0
1429,397193.0,NONMAKANAN,PERKOTAAN,0
1430,406556.0,NONMAKANAN,PERKOTAAN,0
1431,408172.0,NONMAKANAN,PERKOTAAN,0
1432,412190.0,NONMAKANAN,PERDESAAN,4
1433,429322.00000000006,NONMAKANAN,PERDESAAN,4
1434,442464.00000000006,NONMAKANAN,PERDESAAN,4
1435,444217.0,NONMAKANAN,PERDESAAN,4
1436,396007.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1437,400070.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1438,410225.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1439,410811.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1440,426912.0,NONMAKANAN,PERKOTAAN,0
1441,429830.00000000006,NONMAKANAN,PERKOTAAN,0
1442,453563.0,NONMAKANAN,PERKOTAAN,0
1443,486016.0,NONMAKANAN,PERKOTAAN,0
1444,458274.0,NONMAKANAN,PERDESAAN,4
1445,467527.0,NONMAKANAN,PERDESAAN,4
1446,496488.0,NONMAKANAN,PERDESAAN,4
1447,525085.0,NONMAKANAN,PERDESAAN,4
1448,429297.99999999994,NONMAKANAN,PERDESAANPERKOTAAN,4
1449,432804.00000000006,NONMAKANAN,PERDESAANPERKOTAAN,4
1450,458361.99999999994,NONMAKANAN,PERDESAANPERKOTAAN,4
1451,491238.00000000006,NONMAKANAN,PERDESAANPERKOTAAN,4
1452,155149.0,NONMAKANAN,PERKOTAAN,0
1453,166916.0,NONMAKANAN,PERKOTAAN,0
1454,168404.0,NONMAKANAN,PERKOTAAN,0
1455,171398.0,NONMAKANAN,PERKOTAAN,0
1456,104127.0,NONMAKANAN,PERDESAAN,4
1457,113367.0,NONMAKANAN,PERDESAAN,4
1458,113836.0,NONMAKANAN,PERDESAAN,4
1459,115276.0,NONMAKANAN,PERDESAAN,4
1460,146782.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1461,158135.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1462,159715.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1463,162729.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1464,175688.0,TOTAL,PERKOTAAN,5
1465,182583.0,TOTAL,PERKOTAAN,5
1466,190164.0,TOTAL,PERKOTAAN,5
1467,194632.0,TOTAL,PERKOTAAN,5
1468,117473.0,TOTAL,PERDESAAN,1
1469,120529.0,TOTAL,PERDESAAN,1
1470,131906.0,TOTAL,PERDESAAN,1
1471,137637.0,TOTAL,PERDESAAN,1
1472,166969.0,TOTAL,PERKOTAAN,5
1473,173687.0,TOTAL,PERKOTAAN,5
1474,181902.0,TOTAL,PERKOTAAN,5
1475,188369.0,TOTAL,PERKOTAAN,5
1476,204035.0,TOTAL,PERDESAAN,1
1477,208017.0,TOTAL,PERDESAAN,1
1478,210186.0,TOTAL,PERDESAAN,1
1479,211289.0,TOTAL,PERDESAAN,1
1480,144058.0,TOTAL,PERDESAANPERKOTAAN,1
1481,147937.0,TOTAL,PERDESAANPERKOTAAN,1
1482,152786.0,TOTAL,PERDESAANPERKOTAAN,1
1483,153682.0,TOTAL,PERDESAANPERKOTAAN,1
1484,198052.0,TOTAL,PERKOTAAN,5
1485,201968.0,TOTAL,PERKOTAAN,5
1486,204502.0,TOTAL,PERKOTAAN,5
1487,206721.00000000003,TOTAL,PERKOTAAN,5
1488,217689.00000000003,TOTAL,PERDESAAN,1
1489,225676.0,TOTAL,PERDESAAN,1
1490,233682.00000000003,TOTAL,PERDESAAN,1
1491,247232.0,TOTAL,PERDESAAN,1
1492,156472.0,TOTAL,PERDESAANPERKOTAAN,1
1493,159285.0,TOTAL,PERDESAANPERKOTAAN,1
1494,162820.0,TOTAL,PERDESAANPERKOTAAN,1
1495,172647.0,TOTAL,PERDESAANPERKOTAAN,1
1496,213127.0,TOTAL,PERKOTAAN,5
1497,221050.0,TOTAL,PERKOTAAN,5
1498,225707.0,TOTAL,PERKOTAAN,5
1499,239224.0,TOTAL,PERKOTAAN,5
1500,383332.0,TOTAL,PERDESAAN,1
1501,405578.0,TOTAL,PERDESAAN,1
1502,421733.00000000006,TOTAL,PERDESAAN,1
1503,431127.0,TOTAL,PERDESAAN,1
1504,326819.0,TOTAL,PERDESAANPERKOTAAN,1
1505,364773.0,TOTAL,PERDESAANPERKOTAAN,1
1506,385071.0,TOTAL,PERDESAANPERKOTAAN,1
1507,399063.0,TOTAL,PERDESAANPERKOTAAN,1
1512,454147.0,TOTAL,PERDESAAN,1
1513,485496.0,TOTAL,PERDESAAN,1
1514,494418.00000000006,TOTAL,PERDESAAN,1
1515,505979.99999999994,TOTAL,PERDESAAN,1
1516,420638.0,TOTAL,PERDESAANPERKOTAAN,1
1517,456933.0,TOTAL,PERDESAANPERKOTAAN,1
1518,466988.99999999994,TOTAL,PERDESAANPERKOTAAN,1
1519,481687.0,TOTAL,PERDESAANPERKOTAAN,1
1520,448652.00000000006,MAKANAN,PERKOTAAN,2
1521,480812.0,MAKANAN,PERKOTAAN,2
1522,490157.0,MAKANAN,PERKOTAAN,2
1523,502652.99999999994,MAKANAN,PERKOTAAN,2
1524,516417.99999999994,MAKANAN,PERDESAANPERKOTAAN,3
1525,540062.0,MAKANAN,PERDESAANPERKOTAAN,3
1526,563993.0,MAKANAN,PERDESAANPERKOTAAN,3
1527,570910.0,MAKANAN,PERDESAANPERKOTAAN,3
1528,492641.99999999994,MAKANAN,PERKOTAAN,2
1529,507795.0,MAKANAN,PERKOTAAN,2
1530,528788.0,MAKANAN,PERKOTAAN,2
1531,543187.0,MAKANAN,PERKOTAAN,2
1532,513236.0,MAKANAN,PERDESAANPERKOTAAN,3
1533,536026.0,MAKANAN,PERDESAANPERKOTAAN,3
1534,559291.0,MAKANAN,PERDESAANPERKOTAAN,3
1535,567972.0,MAKANAN,PERDESAANPERKOTAAN,3
1536,597894.0,MAKANAN,PERKOTAAN,2
1537,605210.0,MAKANAN,PERKOTAAN,2
1538,616743.0,MAKANAN,PERKOTAAN,2
1539,619461.0,MAKANAN,PERKOTAAN,2
1540,556248.0,MAKANAN,PERDESAANPERKOTAAN,3
1541,577259.0,MAKANAN,PERDESAANPERKOTAAN,3
1542,595249.0,MAKANAN,PERDESAANPERKOTAAN,3
1543,597899.0,MAKANAN,PERDESAANPERKOTAAN,3
1544,594059.0,MAKANAN,PERKOTAAN,2
1545,602038.0,MAKANAN,PERKOTAAN,2
1546,614727.0,MAKANAN,PERKOTAAN,2
1547,617532.0,MAKANAN,PERKOTAAN,2
1548,644601.0,MAKANAN,PERDESAANPERKOTAAN,3
1549,655506.0,MAKANAN,PERDESAANPERKOTAAN,3
1550,687245.0,MAKANAN,PERDESAANPERKOTAAN,3
1551,733248.0,MAKANAN,PERDESAANPERKOTAAN,3
1552,614746.0,NONMAKANAN,PERKOTAAN,0
1553,626811.0,NONMAKANAN,PERKOTAAN,0
1554,659308.0,NONMAKANAN,PERKOTAAN,0
1555,697732.0,NONMAKANAN,PERKOTAAN,0
1556,642425.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1557,653854.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1558,684069.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1559,730462.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1560,319595.0,NONMAKANAN,PERKOTAAN,0
1561,327678.0,NONMAKANAN,PERKOTAAN,0
1562,329644.0,NONMAKANAN,PERKOTAAN,0
1563,334938.0,NONMAKANAN,PERKOTAAN,0
1568,319595.0,NONMAKANAN,PERKOTAAN,0
1569,327678.0,NONMAKANAN,PERKOTAAN,0
1570,329644.0,NONMAKANAN,PERKOTAAN,0
1571,334938.0,NONMAKANAN,PERKOTAAN,0
1572,347382.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1573,383192.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1574,394158.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1575,408790.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1580,347382.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1581,383192.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1582,394158.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1583,408790.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1584,429915.0,TOTAL,PERKOTAAN,5
1585,451918.00000000006,TOTAL,PERKOTAAN,5
1586,466156.0,TOTAL,PERKOTAAN,5
1587,467847.0,TOTAL,PERKOTAAN,5
1592,429915.0,TOTAL,PERKOTAAN,5
1593,451918.00000000006,TOTAL,PERDESAANPERKOTAAN,1
1594,466156.0,TOTAL,PERDESAANPERKOTAAN,1
1595,467847.0,TOTAL,PERDESAANPERKOTAAN,1
1596,479332.0,TOTAL,PERDESAANPERKOTAAN,1
1597,490918.0,TOTAL,PERKOTAAN,5
1598,508239.0,TOTAL,PERKOTAAN,5
1599,534819.0,TOTAL,PERKOTAAN,5
1604,479332.0,TOTAL,PERDESAANPERKOTAAN,1
1605,490918.0,TOTAL,PERKOTAAN,5
1606,508239.0,TOTAL,PERKOTAAN,5
1607,534819.0,TOTAL,PERKOTAAN,5
1608,167793.0,TOTAL,PERKOTAAN,5
1609,175361.0,TOTAL,PERDESAANPERKOTAAN,1
1610,180715.0,TOTAL,PERDESAANPERKOTAAN,1
1611,185752.0,TOTAL,PERDESAANPERKOTAAN,1
1616,167793.0,TOTAL,PERKOTAAN,5
1617,175361.0,TOTAL,PERDESAANPERKOTAAN,1
1618,180715.0,TOTAL,PERDESAANPERKOTAAN,1
1619,185752.0,TOTAL,PERDESAANPERKOTAAN,1
1620,189163.0,TOTAL,PERDESAANPERKOTAAN,1
1621,195054.0,MAKANAN,PERKOTAAN,2
1622,198949.0,MAKANAN,PERKOTAAN,2
1623,198987.0,MAKANAN,PERKOTAAN,2
1628,189163.0,MAKANAN,PERDESAAN,3
1629,195054.0,MAKANAN,PERDESAANPERKOTAAN,3
1630,198949.0,MAKANAN,PERDESAANPERKOTAAN,3
1631,198987.0,MAKANAN,PERDESAANPERKOTAAN,3
1632,207345.0,MAKANAN,PERDESAANPERKOTAAN,3
1633,211437.00000000003,MAKANAN,PERKOTAAN,2
1634,214245.0,MAKANAN,PERKOTAAN,2
1635,215491.0,MAKANAN,PERKOTAAN,2
1640,207345.0,MAKANAN,PERDESAAN,3
1641,211437.00000000003,MAKANAN,PERDESAANPERKOTAAN,3
1642,214245.0,MAKANAN,PERDESAANPERKOTAAN,3
1643,215491.0,MAKANAN,PERDESAANPERKOTAAN,3
1644,218306.00000000003,MAKANAN,PERDESAANPERKOTAAN,3
1645,224134.0,MAKANAN,PERKOTAAN,2
1646,230716.0,MAKANAN,PERKOTAAN,2
1647,238551.0,MAKANAN,PERKOTAAN,2
1652,218306.00000000003,MAKANAN,PERDESAAN,3
1653,224134.0,MAKANAN,PERDESAANPERKOTAAN,3
1654,230716.0,MAKANAN,PERDESAANPERKOTAAN,3
1655,238551.0,MAKANAN,PERDESAANPERKOTAAN,3
1656,407437.0,MAKANAN,PERDESAANPERKOTAAN,3
1657,434322.0,MAKANAN,PERKOTAAN,2
1658,447797.0,MAKANAN,PERKOTAAN,2
1659,459560.0,MAKANAN,PERKOTAAN,2
1661,434322.0,MAKANAN,PERDESAAN,3
1668,487388.0,MAKANAN,PERDESAANPERKOTAAN,3
1669,503037.99999999994,NONMAKANAN,PERKOTAAN,0
1670,510359.0,NONMAKANAN,PERKOTAAN,0
1671,520689.99999999994,NONMAKANAN,PERKOTAAN,0
1676,487388.0,NONMAKANAN,PERDESAAN,4
1677,503039.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1678,510359.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1679,520689.99999999994,NONMAKANAN,PERDESAANPERKOTAAN,4
1680,536546.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1681,578247.0,NONMAKANAN,PERKOTAAN,0
1682,593108.0,NONMAKANAN,PERKOTAAN,0
1683,607778.0,NONMAKANAN,PERKOTAAN,0
1688,536545.0,NONMAKANAN,PERDESAAN,4
1689,578246.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1690,593107.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1691,607778.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1692,637260.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1693,663355.0,NONMAKANAN,PERKOTAAN,0
1694,680401.0,NONMAKANAN,PERKOTAAN,0
1695,683339.0,NONMAKANAN,PERKOTAAN,0
1700,637260.0,NONMAKANAN,PERDESAAN,4
1701,663355.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1702,680401.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1703,683338.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1704,697638.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1705,715052.0,NONMAKANAN,PERKOTAAN,0
1706,738955.0,NONMAKANAN,PERKOTAAN,0
1707,773370.0,NONMAKANAN,PERKOTAAN,0
1712,697638.0,NONMAKANAN,PERDESAAN,4
1713,715052.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1714,738955.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1715,773370.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1716,213479.0,NONMAKANAN,PERDESAANPERKOTAAN,4
1717,223842.99999999997,TOTAL,PERKOTAAN,5
1718,228191.0,TOTAL,PERKOTAAN,5
1719,233953.00000000003,TOTAL,PERKOTAAN,5
1720,231259.00000000003,TOTAL,PERKOTAAN,5
1721,241132.0,TOTAL,PERDESAAN,1
1722,246605.0,TOTAL,PERDESAAN,1
1723,250274.0,TOTAL,PERDESAAN,1
1724,219290.00000000003,TOTAL,PERDESAAN,1
1725,229494.0,TOTAL,PERKOTAAN,5
1726,234108.0,TOTAL,PERKOTAAN,5
1727,238945.00000000003,TOTAL,PERKOTAAN,5
1728,244750.0,TOTAL,PERKOTAAN,5
1729,250654.00000000003,TOTAL,PERDESAAN,1
1730,263583.0,TOTAL,PERDESAAN,1
1731,266339.0,TOTAL,PERDESAAN,1
1732,257238.0,TOTAL,PERDESAAN,1
1733,265183.0,TOTAL,PERDESAANPERKOTAAN,1
1734,274016.0,TOTAL,PERDESAANPERKOTAAN,1
1735,276660.0,TOTAL,PERDESAANPERKOTAAN,1
1736,248505.0,TOTAL,PERDESAANPERKOTAAN,1
1737,254799.0,TOTAL,PERKOTAAN,5
1738,266531.0,TOTAL,PERKOTAAN,5
1739,269064.0,TOTAL,PERKOTAAN,5
1740,280844.0,TOTAL,PERKOTAAN,5
1741,291607.0,TOTAL,PERDESAAN,1
1742,299959.0,TOTAL,PERDESAAN,1
1743,303465.0,TOTAL,PERDESAAN,1
1744,284171.0,TOTAL,PERDESAAN,1
1745,295872.0,TOTAL,PERDESAANPERKOTAAN,1
1746,307253.0,TOTAL,PERDESAANPERKOTAAN,1
1747,312563.0,TOTAL,PERDESAANPERKOTAAN,1
1748,281693.0,TOTAL,PERDESAANPERKOTAAN,1
1749,292718.0,TOTAL,PERKOTAAN,5
1750,301806.0,TOTAL,PERKOTAAN,5
1751,305687.0,TOTAL,PERKOTAAN,5
1752,313015.0,TOTAL,PERKOTAAN,5
1753,321499.0,TOTAL,PERDESAAN,1
1754,331420.0,TOTAL,PERDESAAN,1
1755,353253.0,TOTAL,PERDESAAN,1
1756,319590.0,TOTAL,PERDESAAN,1
1757,330150.0,TOTAL,PERDESAANPERKOTAAN,1
1758,343615.0,TOTAL,PERDESAANPERKOTAAN,1
1759,361697.0,TOTAL,PERDESAANPERKOTAAN,1
1760,314572.0,TOTAL,PERDESAANPERKOTAAN,1
1761,323525.0,TOTAL,PERKOTAAN,5
1762,334224.0,TOTAL,PERKOTAAN,5
1763,355172.0,TOTAL,PERKOTAAN,5
1764,94009.0,TOTAL,PERKOTAAN,5
1765,94454.0,TOTAL,PERDESAAN,1
1766,96826.0,TOTAL,PERDESAAN,1
1767,98192.0,TOTAL,PERDESAAN,1
1768,74358.0,TOTAL,PERDESAAN,1
1769,78096.0,TOTAL,PERDESAANPERKOTAAN,1
1770,78332.0,TOTAL,PERDESAANPERKOTAAN,1
1771,80963.0,TOTAL,PERDESAANPERKOTAAN,1
1772,87586.0,TOTAL,PERDESAANPERKOTAAN,1
1773,89107.0,MAKANAN,PERKOTAAN,2
1774,90884.0,MAKANAN,PERKOTAAN,2
1775,93174.0,MAKANAN,PERKOTAAN,2
1776,100400.0,MAKANAN,PERKOTAAN,2
1777,104211.99999999999,MAKANAN,PERDESAAN,3
1778,105097.0,MAKANAN,PERDESAAN,3
1779,105920.0,MAKANAN,PERDESAAN,3
1780,84444.0,MAKANAN,PERDESAAN,3
1781,87921.0,MAKANAN,PERDESAANPERKOTAAN,3
1782,90136.0,MAKANAN,PERDESAANPERKOTAAN,3
1783,91144.0,MAKANAN,PERDESAANPERKOTAAN,3
1784,95922.0,MAKANAN,PERDESAANPERKOTAAN,3
1785,99879.0,MAKANAN,PERKOTAAN,2
1786,101223.0,MAKANAN,PERKOTAAN,2
1787,102310.99999999999,MAKANAN,PERKOTAAN,2
1788,108134.0,MAKANAN,PERKOTAAN,2
1789,110647.0,MAKANAN,PERDESAAN,3
1790,112943.0,MAKANAN,PERDESAAN,3
1791,113234.0,MAKANAN,PERDESAAN,3
1792,92689.0,MAKANAN,PERDESAAN,3
1793,95137.0,MAKANAN,PERDESAANPERKOTAAN,3
1794,96838.0,MAKANAN,PERDESAANPERKOTAAN,3
1795,98778.0,MAKANAN,PERDESAANPERKOTAAN,3
1796,104505.0,MAKANAN,PERDESAANPERKOTAAN,3
1797,107014.00000000001,MAKANAN,PERKOTAAN,2
1798,109182.0,MAKANAN,PERKOTAAN,2
1799,109994.00000000001,MAKANAN,PERKOTAAN,2
1800,115817.0,MAKANAN,PERKOTAAN,2
1801,117143.0,MAKANAN,PERDESAAN,3
1802,121232.0,MAKANAN,PERDESAAN,3
1803,127531.00000000001,MAKANAN,PERDESAAN,3
1804,102167.0,MAKANAN,PERDESAAN,3
1805,102891.99999999999,MAKANAN,PERDESAANPERKOTAAN,3
1806,107690.00000000001,MAKANAN,PERDESAANPERKOTAAN,3
1807,116272.99999999999,MAKANAN,PERDESAANPERKOTAAN,3
