,gk,jenis,daerah,Cluster
2693,320916.0,MAKANAN,PERDESAANPERKOTAAN,3
2694,336060.0,MAKANAN,PERDESAANPERKOTAAN,3
2695,361266.0,MAKANAN,PERDESAANPERKOTAAN,3
2696,318425.0,MAKANAN,PERDESAANPERKOTAAN,3
2697,328699.0,MAKANAN,PERKOTAAN,2
2698,342789.0,MAKANAN,PERKOTAAN,2
2699,367535.0,MAKANAN,PERKOTAAN,2
2700,89328.0,MAKANAN,PERKOTAAN,2
2701,91123.0,MAKANAN,PERDESAAN,3
2702,91846.0,MAKANAN,PERDESAAN,3
2703,94237.0,MAKANAN,PERDESAAN,3
2704,71786.0,MAKANAN,PERDESAAN,3
2705,74588.0,MAKANAN,PERDESAANPERKOTAAN,3
2706,77166.0,MAKANAN,PERDESAANPERKOTAAN,3
2707,79274.0,MAKANAN,PERDESAANPERKOTAAN,3
2708,79202.0,MAKANAN,PERDESAANPERKOTAAN,3
2709,81577.0,MAKANAN,PERKOTAAN,2
2710,83624.0,MAKANAN,PERKOTAAN,2
2711,85836.0,MAKANAN,PERKOTAAN,2
2712,96193.0,MAKANAN,PERKOTAAN,2
2713,96581.0,MAKANAN,PERDESAAN,3
2714,98141.0,MAKANAN,PERDESAAN,3
2715,99982.0,MAKANAN,PERDESAAN,3
2716,81535.0,MAKANAN,PERDESAAN,3
2717,83335.0,MAKANAN,PERDESAANPERKOTAAN,3
2718,84374.0,MAKANAN,PERDESAANPERKOTAAN,3
2719,91635.0,MAKANAN,PERDESAANPERKOTAAN,3
2720,88078.0,MAKANAN,PERDESAANPERKOTAAN,3
2721,89389.0,MAKANAN,PERKOTAAN,2
2722,90777.0,MAKANAN,PERKOTAAN,2
2723,95622.0,MAKANAN,PERKOTAAN,2
2724,102472.99999999999,MAKANAN,PERKOTAAN,2
2725,103921.0,MAKANAN,PERDESAAN,3
2726,105643.00000000001,MAKANAN,PERDESAAN,3
2727,105923.0,MAKANAN,PERDESAAN,3
2728,93853.0,MAKANAN,PERDESAAN,3
2729,95683.0,MAKANAN,PERDESAANPERKOTAAN,3
2730,99356.0,MAKANAN,PERDESAANPERKOTAAN,3
2731,100230.99999999999,MAKANAN,PERDESAANPERKOTAAN,3
2732,98009.0,MAKANAN,PERDESAANPERKOTAAN,3
2733,99662.0,NONMAKANAN,PERKOTAAN,0
2734,102397.0,NONMAKANAN,PERKOTAAN,0
2735,103023.0,NONMAKANAN,PERKOTAAN,0
2736,109146.99999999999,NONMAKANAN,PERKOTAAN,0
2737,116509.0,NONMAKANAN,PERDESAAN,4
2738,121061.0,NONMAKANAN,PERDESAAN,4
2739,128090.0,NONMAKANAN,PERDESAAN,4
2740,101079.0,NONMAKANAN,PERDESAAN,4
2741,109465.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2742,112905.99999999999,NONMAKANAN,PERDESAANPERKOTAAN,4
2743,116558.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2744,105079.99999999999,NONMAKANAN,PERDESAANPERKOTAAN,4
2745,113012.00000000001,NONMAKANAN,PERKOTAAN,0
2746,117037.99999999999,NONMAKANAN,PERKOTAAN,0
2747,122419.0,NONMAKANAN,PERKOTAAN,0
2748,286020.0,NONMAKANAN,PERKOTAAN,0
2749,299886.0,NONMAKANAN,PERDESAAN,4
2750,307147.0,NONMAKANAN,PERDESAAN,4
2751,315470.0,NONMAKANAN,PERDESAAN,4
2752,243620.0,NONMAKANAN,PERDESAAN,4
2753,263107.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2754,274136.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2755,285205.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2760,328125.0,NONMAKANAN,PERKOTAAN,0
2761,335284.0,NONMAKANAN,PERDESAAN,4
2762,343580.0,NONMAKANAN,PERDESAAN,4
2763,346581.0,NONMAKANAN,PERDESAAN,4
2764,304068.0,NONMAKANAN,PERDESAAN,4
2765,313466.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2766,326656.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2767,328775.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2768,314238.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2769,322689.0,NONMAKANAN,PERKOTAAN,0
2770,333995.0,NONMAKANAN,PERKOTAAN,0
2771,336573.0,NONMAKANAN,PERKOTAAN,0
2772,355250.0,NONMAKANAN,PERKOTAAN,0
2773,363697.0,NONMAKANAN,PERDESAAN,4
2774,377145.0,NONMAKANAN,PERDESAAN,4
2775,384479.0,NONMAKANAN,PERDESAAN,4
2776,337333.0,NONMAKANAN,PERDESAAN,4
2777,343387.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2778,356361.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2779,363755.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2780,345341.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2781,352690.0,TOTAL,PERKOTAAN,5
2782,365901.0,TOTAL,PERKOTAAN,5
2783,373566.0,TOTAL,PERKOTAAN,5
2784,396696.0,TOTAL,PERKOTAAN,5
2785,405087.0,TOTAL,PERDESAAN,1
2786,417730.0,TOTAL,PERDESAAN,1
2787,419924.0,TOTAL,PERDESAAN,1
2788,374123.0,TOTAL,PERDESAAN,1
2789,380691.0,TOTAL,PERKOTAAN,5
2790,393218.0,TOTAL,PERKOTAAN,5
2791,396500.0,TOTAL,PERKOTAAN,5
2792,384880.0,TOTAL,PERKOTAAN,5
2793,392184.0,TOTAL,PERDESAAN,1
2794,404942.0,TOTAL,PERDESAAN,1
2795,408005.0,TOTAL,PERDESAAN,1
2796,434451.0,TOTAL,PERDESAAN,1
2797,452855.0,TOTAL,PERDESAANPERKOTAAN,1
2798,470431.00000000006,TOTAL,PERDESAANPERKOTAAN,1
2799,501586.0,TOTAL,PERDESAANPERKOTAAN,1
2800,412646.0,TOTAL,PERDESAANPERKOTAAN,1
2801,430381.0,TOTAL,PERKOTAAN,5
2802,448965.0,TOTAL,PERKOTAAN,5
2803,477824.00000000006,TOTAL,PERKOTAAN,5
2804,423504.99999999994,TOTAL,PERKOTAAN,5
2805,441710.99999999994,TOTAL,PERDESAAN,1
2806,459827.0,TOTAL,PERDESAAN,1
2807,489954.0,TOTAL,PERDESAAN,1
2808,260406.00000000003,TOTAL,PERDESAAN,1
2809,265296.0,TOTAL,PERDESAANPERKOTAAN,1
2810,275382.0,TOTAL,PERDESAANPERKOTAAN,1
2811,277266.0,TOTAL,PERDESAANPERKOTAAN,1
2812,232460.00000000003,TOTAL,PERDESAANPERKOTAAN,1
2813,240102.00000000003,TOTAL,PERKOTAAN,5
2814,252012.00000000003,TOTAL,PERKOTAAN,5
2815,254257.0,TOTAL,PERKOTAAN,5
2816,238070.0,TOTAL,PERKOTAAN,5
2817,245160.0,TOTAL,PERDESAAN,1
2818,256245.0,TOTAL,PERDESAAN,1
2819,258985.0,TOTAL,PERDESAAN,1
2820,290711.0,TOTAL,PERDESAAN,1
2821,292048.0,TOTAL,PERDESAANPERKOTAAN,1
2822,299104.0,TOTAL,PERDESAANPERKOTAAN,1
2823,301642.0,TOTAL,PERDESAANPERKOTAAN,1
2824,268003.0,TOTAL,PERDESAANPERKOTAAN,1
2825,268253.0,TOTAL,PERKOTAAN,5
2826,273466.0,TOTAL,PERKOTAAN,5
2827,275681.0,TOTAL,PERKOTAAN,5
2828,272537.0,TOTAL,PERKOTAAN,5
2829,273325.0,TOTAL,PERDESAAN,1
2830,278911.0,TOTAL,PERDESAAN,1
2831,281069.0,TOTAL,PERDESAAN,1
2832,317432.0,TOTAL,PERDESAAN,1
2833,337056.0,TOTAL,PERDESAANPERKOTAAN,1
2834,357134.0,TOTAL,PERDESAANPERKOTAAN,1
2835,358164.0,TOTAL,PERDESAANPERKOTAAN,1
2836,285352.0,TOTAL,PERDESAANPERKOTAAN,1
2837,289037.0,MAKANAN,PERKOTAAN,2
2838,305029.0,MAKANAN,PERKOTAAN,2
2839,305413.0,MAKANAN,PERKOTAAN,2
2840,292305.0,MAKANAN,PERKOTAAN,2
2841,299476.0,MAKANAN,PERDESAAN,3
2842,316130.0,MAKANAN,PERDESAAN,3
2843,316659.0,MAKANAN,PERDESAAN,3
2844,367201.0,MAKANAN,PERDESAAN,3
2845,385169.0,MAKANAN,PERDESAANPERKOTAAN,3
2846,402228.0,MAKANAN,PERDESAANPERKOTAAN,3
2847,423538.0,MAKANAN,PERDESAANPERKOTAAN,3
2848,312141.0,MAKANAN,PERDESAANPERKOTAAN,3
2849,333436.0,MAKANAN,PERKOTAAN,2
2850,344813.0,MAKANAN,PERKOTAAN,2
2851,366047.0,MAKANAN,PERKOTAAN,2
2852,324545.0,MAKANAN,PERKOTAAN,2
2853,344666.0,MAKANAN,PERDESAAN,3
2854,358224.0,MAKANAN,PERDESAAN,3
2855,380566.0,MAKANAN,PERDESAAN,3
2856,104514.0,MAKANAN,PERDESAAN,3
2857,109059.0,MAKANAN,PERDESAANPERKOTAAN,3
2858,110757.0,MAKANAN,PERDESAANPERKOTAAN,3
2859,112394.99999999999,MAKANAN,PERDESAANPERKOTAAN,3
2860,48561.0,MAKANAN,PERDESAANPERKOTAAN,3
2861,50261.0,MAKANAN,PERKOTAAN,2
2862,54709.00000000001,MAKANAN,PERKOTAAN,2
2863,56039.0,MAKANAN,PERKOTAAN,2
2864,59793.00000000001,MAKANAN,PERKOTAAN,2
2865,62064.0,MAKANAN,PERDESAAN,3
2866,66702.0,MAKANAN,PERDESAAN,3
2867,68018.0,MAKANAN,PERDESAAN,3
2868,116261.99999999999,MAKANAN,PERDESAAN,3
2869,117332.99999999999,MAKANAN,PERDESAANPERKOTAAN,3
2870,119421.00000000001,MAKANAN,PERDESAANPERKOTAAN,3
2871,120212.0,MAKANAN,PERDESAANPERKOTAAN,3
2872,58316.0,MAKANAN,PERDESAANPERKOTAAN,3
2873,60883.0,MAKANAN,PERKOTAAN,2
2874,63118.99999999999,MAKANAN,PERKOTAAN,2
2875,66622.0,MAKANAN,PERKOTAAN,2
2876,70859.0,MAKANAN,PERKOTAAN,2
2877,73412.0,MAKANAN,PERDESAAN,3
2878,75987.0,MAKANAN,PERDESAAN,3
2879,78999.0,MAKANAN,PERDESAAN,3
2880,124193.0,MAKANAN,PERDESAAN,3
2881,130258.0,MAKANAN,PERDESAANPERKOTAAN,3
2882,137255.0,MAKANAN,PERDESAANPERKOTAAN,3
2883,138027.0,MAKANAN,PERDESAANPERKOTAAN,3
2884,68332.0,MAKANAN,PERDESAANPERKOTAAN,3
2885,69974.0,NONMAKANAN,PERKOTAAN,0
2886,71183.0,NONMAKANAN,PERKOTAAN,0
2887,71833.0,NONMAKANAN,PERKOTAAN,0
2888,81617.0,NONMAKANAN,PERKOTAAN,0
2889,84286.0,NONMAKANAN,PERDESAAN,4
2890,86875.0,NONMAKANAN,PERDESAAN,4
2891,88053.0,NONMAKANAN,PERDESAAN,4
2892,141383.0,NONMAKANAN,PERDESAAN,4
2893,146024.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2894,156513.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2895,170478.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2896,73829.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2897,75333.0,NONMAKANAN,PERKOTAAN,0
2898,84266.0,NONMAKANAN,PERKOTAAN,0
2899,89496.0,NONMAKANAN,PERKOTAAN,0
2900,90571.0,NONMAKANAN,PERKOTAAN,0
2901,92941.0,NONMAKANAN,PERDESAAN,4
2902,102599.0,NONMAKANAN,PERDESAAN,4
2903,110343.00000000001,NONMAKANAN,PERDESAAN,4
2904,308059.0,NONMAKANAN,PERDESAAN,4
2905,321163.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2906,337367.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2907,340459.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2908,217918.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2909,234140.99999999997,NONMAKANAN,PERKOTAAN,0
2910,248606.0,NONMAKANAN,PERKOTAAN,0
2911,251040.0,NONMAKANAN,PERKOTAAN,0
2916,364920.0,NONMAKANAN,PERDESAAN,4
2917,374355.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2918,386139.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2919,389661.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2920,281022.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2921,290363.0,NONMAKANAN,PERKOTAAN,0
2922,306721.0,NONMAKANAN,PERKOTAAN,0
2923,310296.0,NONMAKANAN,PERKOTAAN,0
2924,297863.0,NONMAKANAN,PERKOTAAN,0
2925,307224.0,NONMAKANAN,PERDESAAN,4
2926,322947.0,NONMAKANAN,PERDESAAN,4
2927,327003.0,NONMAKANAN,PERDESAAN,4
2928,406973.0,NONMAKANAN,PERDESAAN,4
2929,409382.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2930,418525.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2931,421855.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2932,326320.0,NONMAKANAN,PERDESAANPERKOTAAN,4
2933,329136.0,TOTAL,PERKOTAAN,5
2934,336584.0,TOTAL,PERKOTAAN,5
2935,342303.0,TOTAL,PERKOTAAN,5
2936,343396.0,TOTAL,PERKOTAAN,5
2937,346737.0,TOTAL,PERDESAAN,1
2938,354898.0,TOTAL,PERDESAAN,1
2939,360069.0,TOTAL,PERDESAAN,1
2940,441625.00000000006,TOTAL,PERDESAAN,1
2941,467314.0,TOTAL,PERKOTAAN,5
2942,494388.0,TOTAL,PERKOTAAN,5
2943,496191.0,TOTAL,PERKOTAAN,5
2944,353684.0,TOTAL,PERKOTAAN,5
2945,359011.0,TOTAL,PERDESAAN,1
2946,376212.0,TOTAL,PERDESAAN,1
2947,377246.0,TOTAL,PERDESAAN,1
2948,373922.0,TOTAL,PERDESAAN,1
2949,383762.0,TOTAL,PERDESAANPERKOTAAN,1
2950,403005.0,TOTAL,PERDESAANPERKOTAAN,1
2951,404712.0,TOTAL,PERDESAANPERKOTAAN,1
2952,508584.0,TOTAL,PERDESAANPERKOTAAN,1
2953,531194.0,TOTAL,PERKOTAAN,5
2954,558741.0,TOTAL,PERKOTAAN,5
2955,594016.0,TOTAL,PERKOTAAN,5
2956,385970.0,TOTAL,PERKOTAAN,5
2957,408769.0,TOTAL,PERDESAAN,1
2958,429079.0,TOTAL,PERDESAAN,1
2959,455543.0,TOTAL,PERDESAAN,1
2960,415115.99999999994,TOTAL,PERDESAAN,1
2961,437607.0,TOTAL,PERDESAANPERKOTAAN,1
2962,460822.99999999994,TOTAL,PERDESAANPERKOTAAN,1
2963,490909.0,TOTAL,PERDESAANPERKOTAAN,1
2964,250029.0,TOTAL,PERDESAANPERKOTAAN,1
2965,259948.0,TOTAL,PERKOTAAN,5
2966,265291.0,TOTAL,PERKOTAAN,5
2967,275590.0,TOTAL,PERKOTAAN,5
2968,257337.0,TOTAL,PERKOTAAN,5
2969,271176.0,TOTAL,PERDESAAN,1
2970,277422.0,TOTAL,PERDESAAN,1
2971,289535.0,TOTAL,PERDESAAN,1
2972,255103.99999999997,TOTAL,PERDESAAN,1
2973,267745.0,TOTAL,PERDESAANPERKOTAAN,1
2974,275121.0,TOTAL,PERDESAANPERKOTAAN,1
2975,285537.0,TOTAL,PERDESAANPERKOTAAN,1
2976,286049.0,TOTAL,PERDESAANPERKOTAAN,1
2977,305430.0,TOTAL,PERKOTAAN,5
2978,323125.0,TOTAL,PERKOTAAN,5
2979,331134.0,TOTAL,PERKOTAAN,5
2980,302069.0,TOTAL,PERKOTAAN,5
2981,315188.0,TOTAL,PERDESAAN,1
2982,320747.0,TOTAL,PERDESAAN,1
2983,326706.0,TOTAL,PERDESAAN,1
2984,297455.0,TOTAL,PERDESAAN,1
2985,312222.0,TOTAL,PERDESAANPERKOTAAN,1
2986,321481.0,TOTAL,PERDESAANPERKOTAAN,1
2987,328114.0,TOTAL,PERDESAANPERKOTAAN,1
2988,348116.0,TOTAL,PERDESAANPERKOTAAN,1
2989,366155.0,MAKANAN,PERKOTAAN,2
2990,379108.0,MAKANAN,PERKOTAAN,2
2991,382408.0,MAKANAN,PERKOTAAN,2
2992,337213.0,MAKANAN,PERKOTAAN,2
2993,345098.0,MAKANAN,PERDESAAN,3
2994,351955.0,MAKANAN,PERDESAAN,3
2995,353089.0,MAKANAN,PERDESAAN,3
2996,340782.0,MAKANAN,PERDESAAN,3
2997,351667.0,MAKANAN,PERDESAANPERKOTAAN,3
2998,361075.0,MAKANAN,PERDESAANPERKOTAAN,3
2999,362874.0,MAKANAN,PERDESAANPERKOTAAN,3
3000,388798.0,MAKANAN,PERDESAANPERKOTAAN,3
3001,407296.0,MAKANAN,PERKOTAAN,2
3002,418006.00000000006,MAKANAN,PERKOTAAN,2
3003,445660.0,MAKANAN,PERKOTAAN,2
3004,360819.0,MAKANAN,PERKOTAAN,2
3005,377369.0,MAKANAN,PERDESAAN,3
3006,387226.0,MAKANAN,PERDESAAN,3
3007,407998.0,MAKANAN,PERDESAAN,3
3008,370423.0,MAKANAN,PERDESAAN,3
3009,387342.0,MAKANAN,PERDESAANPERKOTAAN,3
3010,397561.0,MAKANAN,PERDESAANPERKOTAAN,3
3011,421139.00000000006,MAKANAN,PERDESAANPERKOTAAN,3
3012,84546.0,MAKANAN,PERDESAANPERKOTAAN,3
3013,87567.0,MAKANAN,PERKOTAAN,2
3014,87852.0,MAKANAN,PERKOTAAN,2
3015,90887.0,MAKANAN,PERKOTAAN,2
3016,61456.00000000001,MAKANAN,PERKOTAAN,2
3017,66112.0,MAKANAN,PERDESAAN,3
3018,68058.0,MAKANAN,PERDESAAN,3
3019,71406.0,MAKANAN,PERDESAAN,3
3020,68511.0,MAKANAN,PERDESAAN,3
3021,72668.0,MAKANAN,PERDESAANPERKOTAAN,3
3022,72760.0,MAKANAN,PERDESAANPERKOTAAN,3
3023,77489.0,MAKANAN,PERDESAANPERKOTAAN,3
3024,93137.0,MAKANAN,PERDESAANPERKOTAAN,3
3025,96157.0,MAKANAN,PERKOTAAN,2
3026,100003.0,MAKANAN,PERKOTAAN,2
3027,103335.0,MAKANAN,PERKOTAAN,2
3028,73552.0,MAKANAN,PERKOTAAN,2
3029,79124.0,MAKANAN,PERDESAAN,3
3030,81602.0,MAKANAN,PERDESAAN,3
3031,87098.0,MAKANAN,PERDESAAN,3
3032,79764.0,MAKANAN,PERDESAAN,3
3033,84620.0,MAKANAN,PERDESAANPERKOTAAN,3
3034,87805.0,MAKANAN,PERDESAANPERKOTAAN,3
3035,92716.0,MAKANAN,PERDESAANPERKOTAAN,3
3036,108408.99999999999,MAKANAN,PERDESAANPERKOTAAN,3
3037,110999.0,NONMAKANAN,PERKOTAAN,0
3038,121023.0,NONMAKANAN,PERKOTAAN,0
3039,122037.0,NONMAKANAN,PERKOTAAN,0
3040,92007.0,NONMAKANAN,PERKOTAAN,0
3041,95986.0,NONMAKANAN,PERDESAAN,4
3042,104237.0,NONMAKANAN,PERDESAAN,4
3043,105435.0,NONMAKANAN,PERDESAAN,4
3044,97773.0,NONMAKANAN,PERDESAAN,4
3045,101231.99999999999,NONMAKANAN,PERDESAANPERKOTAAN,4
3046,110125.0,NONMAKANAN,PERDESAANPERKOTAAN,4
3047,111385.0,NONMAKANAN,PERDESAANPERKOTAAN,4
3048,124543.00000000001,NONMAKANAN,PERDESAANPERKOTAAN,4
3049,133177.0,NONMAKANAN,PERKOTAAN,0
3050,140781.0,NONMAKANAN,PERKOTAAN,0
3051,146772.0,NONMAKANAN,PERKOTAAN,0
3052,106542.99999999999,NONMAKANAN,PERKOTAAN,0
3053,109173.99999999999,NONMAKANAN,PERDESAAN,4
3054,112823.0,NONMAKANAN,PERDESAAN,4
3055,121058.0,NONMAKANAN,PERDESAAN,4
3056,113031.00000000001,NONMAKANAN,PERDESAAN,4
3057,117885.00000000001,NONMAKANAN,PERDESAANPERKOTAAN,4
3058,123099.00000000001,NONMAKANAN,PERDESAANPERKOTAAN,4
3059,130528.0,NONMAKANAN,PERDESAANPERKOTAAN,4
3060,263058.0,NONMAKANAN,PERDESAANPERKOTAAN,4
3061,280423.0,NONMAKANAN,PERKOTAAN,0
3062,291533.0,NONMAKANAN,PERKOTAAN,0
3063,307789.0,NONMAKANAN,PERKOTAAN,0
3064,242321.0,NONMAKANAN,PERKOTAAN,0
3065,265898.0,NONMAKANAN,PERDESAAN,4
3066,279049.0,NONMAKANAN,PERDESAAN,4
3067,294044.0,NONMAKANAN,PERDESAAN,4
3072,334575.0,NONMAKANAN,PERDESAANPERKOTAAN,4
3073,347516.0,NONMAKANAN,PERKOTAAN,0
3074,353143.0,NONMAKANAN,PERKOTAAN,0
3075,366477.0,NONMAKANAN,PERKOTAAN,0
3076,318792.0,NONMAKANAN,PERKOTAAN,0
3077,337288.0,NONMAKANAN,PERDESAAN,4
3078,345480.0,NONMAKANAN,PERDESAAN,4
3079,360940.0,NONMAKANAN,PERDESAAN,4
3080,323615.0,NONMAKANAN,PERDESAAN,4
3081,340413.0,NONMAKANAN,PERDESAANPERKOTAAN,4
3082,347881.0,NONMAKANAN,PERDESAANPERKOTAAN,4
3083,363026.0,NONMAKANAN,PERDESAANPERKOTAAN,4
3084,379187.0,NONMAKANAN,PERDESAANPERKOTAAN,4
3085,401588.0,TOTAL,PERKOTAAN,5
3086,423128.0,TOTAL,PERKOTAAN,5
3087,434470.00000000006,TOTAL,PERKOTAAN,5
3088,375621.0,TOTAL,PERKOTAAN,5
3089,394313.0,TOTAL,PERDESAAN,1
3090,402349.0,TOTAL,PERDESAAN,1
3091,413806.0,TOTAL,PERDESAAN,1
3092,377219.0,TOTAL,PERDESAAN,1
3093,396842.0,TOTAL,PERKOTAAN,5
3094,409286.0,TOTAL,PERKOTAAN,5
3095,420831.0,TOTAL,PERKOTAAN,5
3096,456525.0,TOTAL,PERKOTAAN,5
3097,477154.00000000006,TOTAL,PERDESAAN,1
3098,500131.0,TOTAL,PERDESAAN,1
3099,504445.0,TOTAL,PERDESAAN,1
3100,429220.0,TOTAL,PERDESAAN,1
3101,441084.0,TOTAL,PERDESAANPERKOTAAN,1
3102,456192.0,TOTAL,PERDESAANPERKOTAAN,1
3103,458524.0,TOTAL,PERDESAANPERKOTAAN,1
3104,438555.0,TOTAL,PERDESAANPERKOTAAN,1
3105,452899.0,TOTAL,PERKOTAAN,5
3106,471200.0,TOTAL,PERKOTAAN,5
3107,474258.99999999994,TOTAL,PERKOTAAN,5
3108,513340.99999999994,TOTAL,PERKOTAAN,5
3109,540474.0,TOTAL,PERDESAAN,1
3110,558787.0,TOTAL,PERDESAAN,1
3111,592432.0,TOTAL,PERDESAAN,1
3112,467361.99999999994,TOTAL,PERDESAAN,1
3113,486544.00000000006,TOTAL,PERDESAANPERKOTAAN,1
3114,500049.00000000006,TOTAL,PERDESAANPERKOTAAN,1
3115,529055.0,TOTAL,PERDESAANPERKOTAAN,1
3116,483454.0,TOTAL,PERDESAANPERKOTAAN,1
3117,505226.99999999994,TOTAL,PERKOTAAN,5
3118,520660.00000000006,TOTAL,PERKOTAAN,5
3119,551667.0,TOTAL,PERKOTAAN,5
3120,251976.0,TOTAL,PERKOTAAN,5
3121,256020.0,TOTAL,PERDESAAN,1
3122,264149.0,TOTAL,PERDESAAN,1
3123,271490.0,TOTAL,PERDESAAN,1
3124,296856.0,TOTAL,PERDESAAN,1
3125,306475.0,TOTAL,PERDESAANPERKOTAAN,1
3126,316546.0,TOTAL,PERDESAANPERKOTAAN,1
3127,320315.0,TOTAL,PERDESAANPERKOTAAN,1
3128,281506.0,TOTAL,PERDESAANPERKOTAAN,1
3129,289219.0,TOTAL,PERKOTAAN,5
3130,299485.0,TOTAL,PERKOTAAN,5
3131,303541.0,TOTAL,PERKOTAAN,5
3132,283201.0,TOTAL,PERKOTAAN,5
3133,286272.0,TOTAL,PERDESAAN,1
3134,290898.0,TOTAL,PERDESAAN,1
3135,305217.0,TOTAL,PERDESAAN,1
3136,338235.0,TOTAL,PERDESAAN,1
3137,342574.0,TOTAL,PERDESAANPERKOTAAN,1
3138,347960.0,TOTAL,PERDESAANPERKOTAAN,1
3139,356962.0,TOTAL,PERDESAANPERKOTAAN,1
3140,320636.0,TOTAL,PERDESAANPERKOTAAN,1
3141,325133.0,MAKANAN,PERKOTAAN,2
3142,328127.0,MAKANAN,PERKOTAAN,2
3143,338032.0,MAKANAN,PERKOTAAN,2
3144,317184.0,MAKANAN,PERKOTAAN,2
3145,337107.0,MAKANAN,PERDESAAN,3
3146,358205.0,MAKANAN,PERDESAAN,3
3147,362579.0,MAKANAN,PERDESAAN,3
3148,363433.0,MAKANAN,PERDESAAN,3
3149,376076.0,MAKANAN,PERDESAANPERKOTAAN,3
3150,397192.0,MAKANAN,PERDESAANPERKOTAAN,3
3151,402086.0,MAKANAN,PERDESAANPERKOTAAN,3
3152,346454.0,MAKANAN,PERDESAANPERKOTAAN,3
3153,361419.0,MAKANAN,PERKOTAAN,2
3154,382954.0,MAKANAN,PERKOTAAN,2
3155,387865.0,MAKANAN,PERKOTAAN,2
3156,371472.0,MAKANAN,PERKOTAAN,2
3157,374314.0,MAKANAN,PERDESAAN,3
3158,392777.0,MAKANAN,PERDESAAN,3
3159,416222.00000000006,MAKANAN,PERDESAAN,3
3160,412877.99999999994,MAKANAN,PERDESAAN,3
3161,429419.0,MAKANAN,PERDESAANPERKOTAAN,3
3162,451136.0,MAKANAN,PERDESAANPERKOTAAN,3
3163,478269.0,MAKANAN,PERDESAANPERKOTAAN,3
3164,396514.0,MAKANAN,PERDESAANPERKOTAAN,3
3165,407871.0,MAKANAN,PERKOTAAN,2
3166,426914.0,MAKANAN,PERKOTAAN,2
3167,453342.0,MAKANAN,PERKOTAAN,2
3168,76698.0,MAKANAN,PERKOTAAN,2
3169,83219.0,MAKANAN,PERDESAAN,3
3170,84105.0,MAKANAN,PERDESAAN,3
3171,85734.0,MAKANAN,PERDESAAN,3
3172,63813.99999999999,MAKANAN,PERDESAAN,3
3173,68463.0,MAKANAN,PERDESAANPERKOTAAN,3
3174,70656.0,MAKANAN,PERDESAANPERKOTAAN,3
3175,72228.0,MAKANAN,PERDESAANPERKOTAAN,3
3176,68220.0,MAKANAN,PERDESAANPERKOTAAN,3
3177,73510.0,MAKANAN,PERKOTAAN,2
3178,73999.0,MAKANAN,PERKOTAAN,2
3179,76983.0,MAKANAN,PERKOTAAN,2
3180,90018.0,MAKANAN,PERKOTAAN,2
3181,92039.0,MAKANAN,PERDESAAN,3
3182,96241.0,MAKANAN,PERDESAAN,3
3183,98329.0,MAKANAN,PERDESAAN,3
3184,75766.0,MAKANAN,PERDESAAN,3
3185,76287.0,MAKANAN,PERDESAANPERKOTAAN,3
3186,78636.0,MAKANAN,PERDESAANPERKOTAAN,3
3187,83686.0,MAKANAN,PERDESAANPERKOTAAN,3
3188,80900.0,MAKANAN,PERDESAANPERKOTAAN,3
3189,81703.0,NONMAKANAN,PERKOTAAN,0
3190,85401.0,NONMAKANAN,PERKOTAAN,0
3191,89461.0,NONMAKANAN,PERKOTAAN,0
3192,100844.99999999999,NONMAKANAN,PERKOTAAN,0
3193,106567.0,NONMAKANAN,PERDESAAN,4
3194,113479.0,NONMAKANAN,PERDESAAN,4
3195,116294.0,NONMAKANAN,PERDESAAN,4
3196,85750.0,NONMAKANAN,PERDESAAN,4
3197,88855.0,NONMAKANAN,PERDESAANPERKOTAAN,4
3198,95411.0,NONMAKANAN,PERDESAANPERKOTAAN,4
3199,96873.0,NONMAKANAN,PERDESAANPERKOTAAN,4
3200,91794.0,NONMAKANAN,PERDESAANPERKOTAAN,4
